station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h,date
Choa Chu Kang (South),2024,5,30,0,0,0,0,29.8,32.2,27.5,6.1,36.7,2024-05-30
Choa Chu Kang (South),2024,5,31,0,0,0,0,30,33.8,26.9,4.5,26.3,2024-05-31
Choa Chu Kang (South),2024,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-01
Choa Chu Kang (South),2024,6,2,1.2,0.4,0.8,1.2,NA,NA,NA,NA,NA,2024-06-02
Choa Chu Kang (South),2024,6,3,2.2,1.8,2.2,2.2,NA,NA,NA,NA,NA,2024-06-03
Choa Chu Kang (South),2024,6,4,0,0,0,0,NA,NA,NA,NA,NA,2024-06-04
Choa Chu Kang (South),2024,6,5,0,0,0,0,NA,NA,NA,NA,NA,2024-06-05
Choa Chu Kang (South),2024,6,6,NA,NA,NA,NA,28.4,34.1,25.1,4.4,27.4,2024-06-06
Choa Chu Kang (South),2024,6,7,NA,NA,NA,NA,28.1,33.8,25.8,3.6,23.7,2024-06-07
Choa Chu Kang (South),2024,6,8,0,NA,NA,NA,28.5,32,26.4,3.7,24.4,2024-06-08
Choa Chu Kang (South),2024,6,9,0,0,0,0,29.1,32.9,26.3,4,23.3,2024-06-09
Choa Chu Kang (South),2024,6,10,5,3.8,5,5,28.5,32,25.6,3.5,25.9,2024-06-10
Choa Chu Kang (South),2024,6,11,0,0,0,0,28.7,35.1,24.5,4.8,38.5,2024-06-11
Choa Chu Kang (South),2024,6,12,1.4,0.8,1.2,1.4,28,31.8,25.4,4.1,23.7,2024-06-12
Choa Chu Kang (South),2024,6,13,18.6,14.6,15.4,15.4,28.6,34.3,25.3,3.7,22,2024-06-13
Choa Chu Kang (South),2024,6,14,0.4,0.4,0.4,3.2,27.9,32.9,25.9,4,23.7,2024-06-14
Choa Chu Kang (South),2024,6,15,29.6,27.6,29.6,29.6,28.3,32.2,23.6,3.9,29.1,2024-06-15
Choa Chu Kang (South),2024,6,16,24.2,14,20.4,23.6,28.1,32.5,23.2,4.1,28.5,2024-06-16
Choa Chu Kang (South),2024,6,17,16.2,9.2,9.4,13.8,27.7,32.8,24,6.2,38.5,2024-06-17
Choa Chu Kang (South),2024,6,18,0,0,0,0,28.2,32,25.5,4.4,28.5,2024-06-18
Choa Chu Kang (South),2024,6,19,60.8,53,60.2,60.8,28.4,30.8,24.1,4.7,32.4,2024-06-19
Choa Chu Kang (South),2024,6,20,2.2,2.2,2.2,2.2,28.7,33.6,24.6,4.9,29.4,2024-06-20
Choa Chu Kang (South),2024,6,21,26.2,8.6,9.2,17.6,27.1,31,22.7,6.3,43.9,2024-06-21
Choa Chu Kang (South),2024,6,22,49.2,24.6,33.4,42.6,25.9,28.6,22.8,6.1,47.2,2024-06-22
Choa Chu Kang (South),2024,6,23,0,0,0,0,28.4,32.2,25,4.8,28.5,2024-06-23
Choa Chu Kang (South),2024,6,24,0,0,0,0,29.2,33.7,26.1,4.8,26.3,2024-06-24
Choa Chu Kang (South),2024,6,25,12.2,7.4,10.2,11.4,28.8,33.4,25.9,5.1,32.8,2024-06-25
Choa Chu Kang (South),2024,6,26,57,32.6,41,56.2,28.3,34.4,23.5,4.5,28.5,2024-06-26
Choa Chu Kang (South),2024,6,27,2.6,2.6,2.6,2.6,28,32.5,25.5,4.2,21.7,2024-06-27
Choa Chu Kang (South),2024,6,28,0.2,0.2,0.2,0.2,28.4,34.9,26.3,3.8,32.4,2024-06-28
Choa Chu Kang (South),2024,6,29,2.6,2,2.6,2.6,28.3,32.3,25.9,3.5,19.1,2024-06-29
Choa Chu Kang (South),2024,6,30,40.8,16,16,16.6,25.7,27.9,23.6,3.8,47.2,2024-06-30
Choa Chu Kang (South),2024,7,1,1.8,1.2,1.4,1.6,26.9,31.3,24.9,3.7,22,2024-07-01
Choa Chu Kang (South),2024,7,2,0.6,0.4,0.4,0.6,28.6,32.9,25.7,3.8,24.4,2024-07-02
Choa Chu Kang (South),2024,7,3,9.2,6.2,9,9,28.6,32.7,23.9,4.9,28.9,2024-07-03
Choa Chu Kang (South),2024,7,4,0,0,0,0,29.9,33.5,27.5,6.3,30.6,2024-07-04
Choa Chu Kang (South),2024,7,5,25.6,19.4,25.4,25.6,28.1,33.6,22.1,3.2,42,2024-07-05
Choa Chu Kang (South),2024,7,6,0,0,0,0,28.4,32.8,25.8,4.2,18,2024-07-06
Choa Chu Kang (South),2024,7,7,0.4,0.2,0.2,0.4,28.3,33.6,24.8,3.7,20.6,2024-07-07
Choa Chu Kang (South),2024,7,8,24,10.2,17.8,20,26.2,29.9,23.6,4.8,28.2,2024-07-08
Choa Chu Kang (South),2024,7,9,7,4.8,5.2,6.8,27.4,30.8,25.4,4.4,28.2,2024-07-09
Choa Chu Kang (South),2024,7,10,0,0,0,0,28.2,32.3,25.6,4,23.3,2024-07-10
Choa Chu Kang (South),2024,7,11,0,0,0,0,29.1,32.3,26.6,6.9,38.9,2024-07-11
Choa Chu Kang (South),2024,7,12,1,0.4,0.8,1,27.6,32,24.9,4.6,19.1,2024-07-12
Choa Chu Kang (South),2024,7,13,0,0,0,0,28.6,32.7,24.8,5.6,32,2024-07-13
Choa Chu Kang (South),2024,7,14,0,0,0,0,29.1,31.8,26.9,6.2,30.6,2024-07-14
Choa Chu Kang (South),2024,7,15,0,0,0,0,29.4,32.4,27.2,7.3,31.7,2024-07-15
Choa Chu Kang (South),2024,7,16,0,0,0,0,29.2,31.3,27.4,7.8,32.8,2024-07-16
Choa Chu Kang (South),2024,7,17,0,0,0,0,29.4,31.9,27.6,7,31.3,2024-07-17
Choa Chu Kang (South),2024,7,18,0,0,0,0,29.8,33,27.4,7.7,31.7,2024-07-18
Choa Chu Kang (South),2024,7,19,0,0,0,0,29.9,32.9,28,7.7,32.4,2024-07-19
Choa Chu Kang (South),2024,7,20,0,0,0,0,30,33.6,28.2,7.9,35.2,2024-07-20
Choa Chu Kang (South),2024,7,21,0,0,0,0,29.9,32.8,28.3,8,37,2024-07-21
Choa Chu Kang (South),2024,7,22,0,0,0,0,30.2,33.2,28.1,7.9,31.7,2024-07-22
Choa Chu Kang (South),2024,7,23,0,0,0,0,30.2,33.6,28.1,7.3,27.8,2024-07-23
Choa Chu Kang (South),2024,7,24,0,0,0,0,29.8,33.1,27.7,7.1,30.2,2024-07-24
Choa Chu Kang (South),2024,7,25,0,0,0,0,29.7,32.5,27.4,7.5,35.2,2024-07-25
Choa Chu Kang (South),2024,7,26,0,0,0,0,29.9,33,27.8,8.2,35.2,2024-07-26
Choa Chu Kang (South),2024,7,27,0,0,0,0,30.1,33.5,27.8,8.2,35.2,2024-07-27
Choa Chu Kang (South),2024,7,28,0,0,0,0,30.1,33.5,27.8,8.4,35.6,2024-07-28
Choa Chu Kang (South),2024,7,29,0,0,0,0,30.2,33.7,27.8,7.4,35,2024-07-29
Choa Chu Kang (South),2024,7,30,0,0,0,0,30.2,34.2,27.6,7.4,30.2,2024-07-30
Choa Chu Kang (South),2024,7,31,25.8,20.8,24.4,24.6,28.4,33.7,24.2,5.8,34.3,2024-07-31
Choa Chu Kang (South),2024,8,1,0.2,0.2,0.2,0.2,28.6,32.9,24.8,5.4,30.6,2024-08-01
Choa Chu Kang (South),2024,8,2,0,0,0,0,29.2,33.4,26.6,5.3,30.9,2024-08-02
Choa Chu Kang (South),2024,8,3,0,0,0,0,29.7,33.8,27.2,6,37.8,2024-08-03
Choa Chu Kang (South),2024,8,4,64.2,27.8,35.8,60.6,26.5,30.2,23.4,5,35.6,2024-08-04
Choa Chu Kang (South),2024,8,5,0.6,0.6,0.6,0.6,28.1,32.4,25.1,4.9,42,2024-08-05
Choa Chu Kang (South),2024,8,6,0,0,0,0,29.1,33.6,25.2,6,29.8,2024-08-06
Choa Chu Kang (South),2024,8,7,0,0,0,0,29.1,32.7,26,5.4,27.8,2024-08-07
Choa Chu Kang (South),2024,8,8,0.8,0.6,0.6,0.8,29.8,32.8,27,6.4,30.6,2024-08-08
Choa Chu Kang (South),2024,8,9,5,2.6,2.6,2.6,28.1,32.2,25.9,5.4,26.7,2024-08-09
Choa Chu Kang (South),2024,8,10,3,3,3,3,27.1,30.5,25.2,4.3,34.3,2024-08-10
Choa Chu Kang (South),2024,8,11,0.4,0.2,0.2,0.2,28.4,31.7,25.6,5.1,28.9,2024-08-11
Choa Chu Kang (South),2024,8,12,3,1.6,2,2,28.4,32.7,25.6,5,35.9,2024-08-12
Choa Chu Kang (South),2024,8,13,0,0,0,0,29.3,32.5,26.7,7.3,34.6,2024-08-13
Choa Chu Kang (South),2024,8,14,9.8,4.4,4.4,4.6,26.8,30.2,25,3.8,30.6,2024-08-14
Choa Chu Kang (South),2024,8,15,0,0,0,0,28.3,32.8,25.1,5,28.9,2024-08-15
Choa Chu Kang (South),2024,8,16,3.2,3.2,3.2,3.2,28.6,32.1,26,5.5,34.6,2024-08-16
Choa Chu Kang (South),2024,8,17,0,0,0,0,29,32.7,27.1,5,35.2,2024-08-17
Choa Chu Kang (South),2024,8,18,0,0,0,0,29.2,33.2,26.9,4.9,25.2,2024-08-18
Choa Chu Kang (South),2024,8,19,1,1,1,1,29.4,33.5,26.9,4.7,31.3,2024-08-19
Choa Chu Kang (South),2024,8,20,38,15.4,21.6,22.6,26.6,32.9,24.2,3.8,28.9,2024-08-20
Choa Chu Kang (South),2024,8,21,0,0,0,0,27.8,32,24.6,5,28.9,2024-08-21
Choa Chu Kang (South),2024,8,22,0,0,0,0,29.6,34.2,26.4,4.8,30.2,2024-08-22
Choa Chu Kang (South),2024,8,23,0,0,0,0,28,33.7,25.4,4.4,35.9,2024-08-23
Choa Chu Kang (South),2024,8,24,1.4,0.8,1,1,26.8,29.9,24.7,5.2,32.8,2024-08-24
Choa Chu Kang (South),2024,8,25,12.2,9,12,12.2,27,30.2,24.1,4,41.5,2024-08-25
Choa Chu Kang (South),2024,8,26,0,0,0,0,28.5,32.2,25.5,4.6,28.5,2024-08-26
Choa Chu Kang (South),2024,8,27,37.2,25.2,29.8,31.8,27.4,31.1,23.9,4,38.5,2024-08-27
Choa Chu Kang (South),2024,8,28,19.8,16.8,19.4,19.8,28.1,34.3,23.5,6,32,2024-08-28
Choa Chu Kang (South),2024,8,29,0,0,0,0,28.4,31.5,25.5,5.2,30.9,2024-08-29
Choa Chu Kang (South),2024,8,30,0,0,0,0,29,33.2,25.9,5.2,34.3,2024-08-30
Choa Chu Kang (South),2024,8,31,0,0,0,0,29.4,33.5,26.6,5.7,27,2024-08-31
Choa Chu Kang (South),2024,9,1,0,0,0,0,29.4,33.5,26.1,4.9,26.3,2024-09-01
Choa Chu Kang (South),2024,9,2,0,0,0,0,30.1,33.8,27.5,7,29.8,2024-09-02
Choa Chu Kang (South),2024,9,3,4.8,4.2,4.6,4.8,28.9,32.3,25.8,4.8,41.5,2024-09-03
Choa Chu Kang (South),2024,9,4,31.6,22.8,25.6,26.8,27,30.7,24.1,5.2,36.7,2024-09-04
Choa Chu Kang (South),2024,9,5,0,0,0,0,28.8,33.1,25.1,5.4,27.8,2024-09-05
Choa Chu Kang (South),2024,9,6,0,0,0,0,29.7,33,27.2,7,28.2,2024-09-06
Choa Chu Kang (South),2024,9,7,4.4,3.6,3.6,3.6,29.4,32.7,26.6,7.3,40.4,2024-09-07
Choa Chu Kang (South),2024,9,8,3.2,2.4,3,3,28.3,32.4,25,5.1,37,2024-09-08
Choa Chu Kang (South),2024,9,9,0.4,0.2,0.4,0.4,28,32.7,25.9,4.4,24.4,2024-09-09
Choa Chu Kang (South),2024,9,10,32,23.2,27.4,29.4,27.6,31.5,23,4.6,38.2,2024-09-10
Choa Chu Kang (South),2024,9,11,9.4,8.4,9.2,9.4,28.1,33.5,24.6,4.1,29.1,2024-09-11
Choa Chu Kang (South),2024,9,12,5.2,5,5,5,28.5,31.8,26,5.9,28.9,2024-09-12
Choa Chu Kang (South),2024,9,13,0.2,5,5.2,5.2,29.3,33.1,26.1,5.4,29.4,2024-09-13
Choa Chu Kang (South),2024,9,14,27.2,17.2,23,23.8,27.8,31.8,23.6,5.8,51.1,2024-09-14
Choa Chu Kang (South),2024,9,15,4.6,4.6,4.6,4.6,27.9,30.9,25.5,3.9,24.8,2024-09-15
Choa Chu Kang (South),2024,9,16,0,0,0,0,29.3,33.2,25.9,5.6,27.8,2024-09-16
Choa Chu Kang (South),2024,9,17,8.8,8.8,8.8,8.8,29.3,33.2,24.5,8.3,47.2,2024-09-17
Choa Chu Kang (South),2024,9,18,0,0,0,0,29.4,33.6,25.6,7.5,35.9,2024-09-18
Choa Chu Kang (South),2024,9,19,0,0,0,0,29.4,32.4,26.9,5.4,28.9,2024-09-19
Choa Chu Kang (South),2024,9,20,23.4,16.8,22.6,23.4,29.4,32.3,23.8,6.7,32,2024-09-20
Choa Chu Kang (South),2024,9,21,14,7,18.4,32.4,27.9,31.5,23.4,3.7,34.6,2024-09-21
Choa Chu Kang (South),2024,9,22,0,0,0,0,30.3,35.2,26.6,4,24.4,2024-09-22
Choa Chu Kang (South),2024,9,23,23.8,12.8,20.6,23.2,28.6,34.8,24.7,5.1,31.3,2024-09-23
Choa Chu Kang (South),2024,9,24,3.6,2.6,3.6,3.6,26.9,33.6,24.5,3.8,28.2,2024-09-24
Choa Chu Kang (South),2024,9,25,28,23.6,27.6,27.6,26.3,32.1,23.7,4.2,38.5,2024-09-25
Choa Chu Kang (South),2024,9,26,3.4,1.2,1.8,2.4,25.7,28.5,23.4,5.9,50.7,2024-09-26
Choa Chu Kang (South),2024,9,27,0,0,0,0,28.8,34.1,24.8,4.7,24.1,2024-09-27
Choa Chu Kang (South),2024,9,28,0,0,0,0,28.9,34.1,26,5.1,28.5,2024-09-28
Choa Chu Kang (South),2024,9,29,1.4,1.4,1.4,1.4,28.6,33.1,25.8,3.9,23,2024-09-29
Choa Chu Kang (South),2024,9,30,5.4,2.8,2.8,2.8,27.6,32.8,24.8,4.5,25.9,2024-09-30
Choa Chu Kang (South),2024,10,1,2,1.2,1.4,1.4,27.4,31.4,25.1,4.1,31.3,2024-10-01
Choa Chu Kang (South),2024,10,2,0,0,0,0,29,33.1,26,4.1,20.2,2024-10-02
Choa Chu Kang (South),2024,10,3,0.2,0.2,0.2,0.2,28.6,33.4,26.5,4,24.4,2024-10-03
Choa Chu Kang (South),2024,10,4,22.8,17.2,20,21.2,27.4,32.1,24.4,4.2,34.3,2024-10-04
Choa Chu Kang (South),2024,10,5,0,0,0,0,27.8,32.5,25,3.6,21.7,2024-10-05
Choa Chu Kang (South),2024,10,6,45.8,17.8,31,34.6,27.1,30.6,23.5,4.5,28.9,2024-10-06
Choa Chu Kang (South),2024,10,7,0,0,0,0,28.5,33.4,25.3,5.4,27.4,2024-10-07
Choa Chu Kang (South),2024,10,8,0,0,0,0,28.5,32.1,25.8,5.1,32,2024-10-08
Choa Chu Kang (South),2024,10,9,0.8,0.6,0.8,0.8,28,32.4,25.7,4.8,38.5,2024-10-09
Choa Chu Kang (South),2024,10,10,6.4,4.6,5,5,27.7,32.6,25.5,3.9,23,2024-10-10
Choa Chu Kang (South),2024,10,11,1,0.6,0.6,0.6,27.6,32,25.4,3.6,16.5,2024-10-11
Choa Chu Kang (South),2024,10,12,5.8,2.4,3.8,4.4,26.8,31.4,25.6,3.8,22.4,2024-10-12
Choa Chu Kang (South),2024,10,13,0,0,0,0,28.3,32.8,24.7,5,23.7,2024-10-13
Choa Chu Kang (South),2024,10,14,62,22.8,30.8,36,25.3,27.7,22.9,3.5,31.7,2024-10-14
Choa Chu Kang (South),2024,10,15,27,11.8,17.4,25.6,27,32.9,24.3,5,40.7,2024-10-15
Choa Chu Kang (South),2024,10,16,31.6,30,31.6,31.6,27.6,30.9,22.7,3.1,33.9,2024-10-16
Choa Chu Kang (South),2024,10,17,1.2,0.6,0.8,1,26.4,29.6,24.8,3.3,45.7,2024-10-17
Choa Chu Kang (South),2024,10,18,0,0,0,0,27.4,32.6,24.5,3.7,19.4,2024-10-18
Choa Chu Kang (South),2024,10,19,0,0,0,0,28.2,33.4,25.6,3.9,21.7,2024-10-19
Choa Chu Kang (South),2024,10,20,5.8,2.6,3.4,4.4,27.3,32.3,22.8,4.3,44.6,2024-10-20
Choa Chu Kang (South),2024,10,21,0,0,0,0,29.8,35.2,26.1,4.7,26.3,2024-10-21
Choa Chu Kang (South),2024,10,22,0,0,0,0,30.2,35,27.2,4.4,22.6,2024-10-22
Choa Chu Kang (South),2024,10,23,0,0,0,0,29.8,34.6,26.8,4.6,29.8,2024-10-23
Choa Chu Kang (South),2024,10,24,0,0,0,0,29.4,34.3,26.6,4.1,22.6,2024-10-24
Choa Chu Kang (South),2024,10,25,0.2,0.2,0.2,0.2,29.1,33.6,26.4,5.2,29.1,2024-10-25
Choa Chu Kang (South),2024,10,26,0,0,0,0,29.7,33.3,26.2,5.7,27,2024-10-26
Choa Chu Kang (South),2024,10,27,0,0,0,0,30.1,34.2,25.9,5.3,30.2,2024-10-27
Choa Chu Kang (South),2024,10,28,2.8,1.6,1.6,2.8,29.6,33.6,25.8,5,32,2024-10-28
Choa Chu Kang (South),2024,10,29,0,0,0,0,29.6,33.5,26.8,4.9,27,2024-10-29
Choa Chu Kang (South),2024,10,30,0,0,0,0,29.6,33.9,26.5,4.9,23.3,2024-10-30
Choa Chu Kang (South),2024,10,31,0,0,0,0,29.1,32.6,26.7,4.3,24.1,2024-10-31
Choa Chu Kang (South),2024,11,1,1.8,1.8,1.8,1.8,28.5,33.4,25.8,5.6,39.3,2024-11-01
Choa Chu Kang (South),2024,11,2,0.6,0.4,0.6,0.6,27.4,31.1,26,4.8,35.2,2024-11-02
Choa Chu Kang (South),2024,11,3,0,0,0,0,28.4,33.9,25.7,4.3,26.3,2024-11-03
Choa Chu Kang (South),2024,11,4,21.2,16.2,18,20.2,26.8,30.3,23.7,3.5,23,2024-11-04
Choa Chu Kang (South),2024,11,5,1.8,1.8,1.8,1.8,28,32.5,25.4,3.8,26.3,2024-11-05
Choa Chu Kang (South),2024,11,6,7.6,5.8,6.4,7.4,27.4,31.8,24,4.6,25.2,2024-11-06
Choa Chu Kang (South),2024,11,7,0.2,0.2,0.2,0.2,27.7,32.1,25.4,4.6,24.4,2024-11-07
Choa Chu Kang (South),2024,11,8,25.4,16.2,21.2,24.6,27.8,32.5,23.5,4.5,23.3,2024-11-08
Choa Chu Kang (South),2024,11,9,18.2,16.6,17.2,18,27.1,31.8,25,3.2,28.2,2024-11-09
Choa Chu Kang (South),2024,11,10,17.4,12.8,14.2,14.2,27.2,33.1,24.4,5.3,28.9,2024-11-10
Choa Chu Kang (South),2024,11,11,9.6,9,9.4,9.4,27.1,32,24.9,4.2,35.9,2024-11-11
Choa Chu Kang (South),2024,11,12,4,3.6,3.6,3.6,27.9,33.3,24.8,4.8,26.7,2024-11-12
Choa Chu Kang (South),2024,11,13,6.2,3,4.6,5.6,26.6,31.7,25.2,3.8,24.8,2024-11-13
Choa Chu Kang (South),2024,11,14,0.6,0.4,0.6,0.6,26.9,33.3,24.5,3.9,30.6,2024-11-14
Choa Chu Kang (South),2024,11,15,4.8,2.8,3.4,3.6,27.4,34.3,25,3.8,17.6,2024-11-15
Choa Chu Kang (South),2024,11,16,56.2,35.2,47.6,53.4,26.4,34.3,23.3,3.8,37.4,2024-11-16
Choa Chu Kang (South),2024,11,17,8,4.2,5.2,8,26.1,31.8,24.5,4.2,37.4,2024-11-17
Choa Chu Kang (South),2024,11,18,15,9,10,14.8,26.1,30.4,24.2,5.3,31.3,2024-11-18
Choa Chu Kang (South),2024,11,19,7.8,4.2,5.2,5.6,26.1,30,24.5,3.9,22,2024-11-19
Choa Chu Kang (South),2024,11,20,0,0,0,0,26.2,28.7,24.7,4.7,21.3,2024-11-20
Choa Chu Kang (South),2024,11,21,6.2,3.4,3.4,5.4,26.7,33,24.3,3.9,28.2,2024-11-21
Choa Chu Kang (South),2024,11,22,27,10,16.2,20,26.5,33.4,24.5,5,37.8,2024-11-22
Choa Chu Kang (South),2024,11,23,15.8,10.2,10.8,11,26.7,33.9,23.8,3.8,21.7,2024-11-23
Choa Chu Kang (South),2024,11,24,27.4,18.8,24.2,27.4,26.8,32.2,24.7,3.9,28.2,2024-11-24
Choa Chu Kang (South),2024,11,25,3.4,2,2.2,2.2,26.8,30.3,25.4,3.5,21.3,2024-11-25
Choa Chu Kang (South),2024,11,26,27.8,10,16,18.8,26,31.1,24.3,4.1,19.4,2024-11-26
Choa Chu Kang (South),2024,11,27,6,2,3.8,5.2,25.9,29.4,24.5,4.4,30.6,2024-11-27
Choa Chu Kang (South),2024,11,28,5.2,1,1.8,3,25.8,29,24.3,3.5,15.6,2024-11-28
Choa Chu Kang (South),2024,11,29,41,22,28.8,31,25,26.7,23.8,3.8,23,2024-11-29
Choa Chu Kang (South),2024,11,30,0,0,0,0,27.9,33.4,24.1,4.2,17.2,2024-11-30
Choa Chu Kang (South),2024,12,1,0,0,0,0,28.4,32.9,25.4,6.1,28.5,2024-12-01
Choa Chu Kang (South),2024,12,2,0.2,0.2,0.2,0.2,27.6,33,25.5,4.3,19.1,2024-12-02
Choa Chu Kang (South),2024,12,3,3,0.8,1.4,2.2,27.6,31.9,25.4,3.8,17.6,2024-12-03
Choa Chu Kang (South),2024,12,4,0.2,0.4,0.4,0.6,27.6,31.3,25,4.9,25.6,2024-12-04
Choa Chu Kang (South),2024,12,5,0,0,0,0,28.6,32.5,25.5,5.9,37.4,2024-12-05
Choa Chu Kang (South),2024,12,6,0,0,0,0,29.4,34.2,26,5.7,30.6,2024-12-06
Choa Chu Kang (South),2024,12,7,0,0,0,0,29.7,34.5,26,7.3,35.9,2024-12-07
Choa Chu Kang (South),2024,12,8,0.8,0.4,0.4,0.8,28.3,34.3,26.1,6.3,35.9,2024-12-08
Choa Chu Kang (South),2024,12,9,2.8,0.8,0.8,1,26.1,29.9,24.1,7,34.3,2024-12-09
Choa Chu Kang (South),2024,12,10,0,0,0,0,27,30.6,24.7,7.1,32.4,2024-12-10
Choa Chu Kang (South),2024,12,11,0,0,0,0,28.3,33.3,24.8,5.1,34.6,2024-12-11
Choa Chu Kang (South),2024,12,12,0,0,0,0,28.1,30.6,25.6,5.6,25.6,2024-12-12
Choa Chu Kang (South),2024,12,13,26.2,10.6,14.2,21.2,26.8,28.9,23.4,4.6,44.3,2024-12-13
Choa Chu Kang (South),2024,12,14,2.2,2.2,2.2,2.2,28.7,33.5,25.1,5.7,26.3,2024-12-14
Choa Chu Kang (South),2024,12,15,0,0,0,0,29.2,33.8,26.3,5.3,22,2024-12-15
Choa Chu Kang (South),2024,12,16,0.6,0.4,0.4,0.4,27.8,34.4,26,5.8,25.6,2024-12-16
Choa Chu Kang (South),2024,12,17,0,0,0,0,27.6,32.5,25.4,6.3,37,2024-12-17
Choa Chu Kang (South),2024,12,18,2,1.4,1.4,1.4,26.1,27.7,25.2,5.7,31.7,2024-12-18
Choa Chu Kang (South),2024,12,19,0,0,0,0,26.9,29.6,24.9,7.4,32.4,2024-12-19
Choa Chu Kang (South),2024,12,20,0.4,0.4,0.4,0.4,27,30.4,25.2,8.2,29.1,2024-12-20
Choa Chu Kang (South),2024,12,21,6.2,3.6,4.4,5.8,27.1,32.3,25.2,6.8,32.4,2024-12-21
Choa Chu Kang (South),2024,12,22,0,0,0,0,27.6,32,25.6,9.2,29.1,2024-12-22
Choa Chu Kang (South),2024,12,23,73.2,24.2,33.2,49.8,26.6,32.2,23.8,7.1,27.4,2024-12-23
Choa Chu Kang (South),2024,12,24,4.8,2.2,2.2,4.6,26.4,31.3,24.1,6.3,23,2024-12-24
Choa Chu Kang (South),2024,12,25,0,0,0,0,27.1,31.2,24.9,6.2,25.2,2024-12-25
Choa Chu Kang (South),2024,12,26,7.6,6.8,7.2,7.2,27,31.6,24.8,4.3,22,2024-12-26
Choa Chu Kang (South),2024,12,27,1.4,1.4,1.4,1.4,27.8,33,25.6,5.6,23,2024-12-27
Choa Chu Kang (South),2024,12,28,4.6,2.6,3.6,4,27.9,32.8,25.1,7.8,28.5,2024-12-28
Choa Chu Kang (South),2024,12,29,8.4,6.6,8,8.4,27.1,33,24.3,7.4,33.9,2024-12-29
Choa Chu Kang (South),2024,12,30,9.8,6.6,8,9,26.2,31.9,23.5,6.5,28.9,2024-12-30
Choa Chu Kang (South),2024,12,31,13.2,7.8,9,10.2,26.5,32.3,24.5,5.8,30.2,2024-12-31
Changi,2024,1,1,49.6,24.6,32.4,37.2,25.6,28.8,24.2,9.6,35.2,2024-01-01
Changi,2024,1,2,0.4,0.4,0.4,0.4,27.3,32,24.7,12.1,40.7,2024-01-02
Changi,2024,1,3,8.8,8.2,8.8,8.8,27.1,31.5,24.5,10,35.2,2024-01-03
Changi,2024,1,4,80.6,17.6,22.4,31.6,24.8,26.3,23.4,10.8,31.5,2024-01-04
Changi,2024,1,5,4.2,3,3,3.4,26.6,29.7,24.4,14.4,46.3,2024-01-05
Changi,2024,1,6,0.6,0.6,0.6,0.6,27.6,31.2,25.4,10.7,31.5,2024-01-06
Changi,2024,1,7,64,12.8,16.4,26,24.5,26.9,23.2,8.3,33.3,2024-01-07
Changi,2024,1,8,0,0,0,0,26.7,31.4,23.4,9.6,31.5,2024-01-08
Changi,2024,1,9,2.6,0.8,1,1,26.7,30.4,24.6,10.6,35.2,2024-01-09
Changi,2024,1,10,63.2,19,29.6,45.8,26.3,29.3,24.3,9.4,53.7,2024-01-10
Changi,2024,1,11,0,0,0,0,27.4,30,25.4,13.2,37,2024-01-11
Changi,2024,1,12,12.4,5.6,6,6.4,25.3,26.9,23.4,10.9,42.6,2024-01-12
Changi,2024,1,13,0,0,0,0,27,31,24.4,8.3,38.9,2024-01-13
Changi,2024,1,14,0,0,0,0,27.6,31.1,25.7,12.1,35.2,2024-01-14
Changi,2024,1,15,0.4,0.2,0.2,0.2,27.8,31.3,25.5,15.1,46.3,2024-01-15
Changi,2024,1,16,20.6,11.6,14.8,17.8,26.6,30.4,23.9,11.6,38.9,2024-01-16
Changi,2024,1,17,5.6,4.2,4.4,4.6,27.4,31.2,24.8,18.5,57.4,2024-01-17
Changi,2024,1,18,0.4,0.2,0.2,0.2,27,29.9,25.5,12.2,50,2024-01-18
Changi,2024,1,19,17,5.2,7,10.8,26.3,30.7,23.7,9.3,42.6,2024-01-19
Changi,2024,1,20,23.4,4.6,6.6,8.6,24.5,26.1,23.3,9,31.5,2024-01-20
Changi,2024,1,21,13.4,10.6,12.8,13.4,26.9,32.3,23.4,10.5,35.2,2024-01-21
Changi,2024,1,22,0,0,0,0,27.6,31.5,24.8,11.1,29.6,2024-01-22
Changi,2024,1,23,43.4,35.6,43,43.4,27,32.9,23.8,9.9,57.4,2024-01-23
Changi,2024,1,24,34,13.8,19.4,24.8,26.7,30.4,23.9,11.9,37,2024-01-24
Changi,2024,1,25,54.6,29.4,42,48.6,25.7,30.2,23.8,11,37,2024-01-25
Changi,2024,1,26,0,0,0,0,28,31.6,25.4,20.3,48.2,2024-01-26
Changi,2024,1,27,0,0,0,0,28.2,31.2,26.7,20.4,44.4,2024-01-27
Changi,2024,1,28,0.4,0.2,0.4,0.4,27.8,31.4,25.4,18.1,46.3,2024-01-28
Changi,2024,1,29,0,0,0,0,28,31.2,26.2,19.6,46.3,2024-01-29
Changi,2024,1,30,0,0,0,0,27.8,31.6,25.6,15.6,37,2024-01-30
Changi,2024,1,31,0,0,0,0,27.7,32,25.5,16.1,40.7,2024-01-31
Changi,2024,2,1,0,0,0,0,28.1,31.9,26.1,17.2,42.6,2024-02-01
